locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJKAJODB_03706	CDS	1011				hypothetical protein
AJKAJODB_03707	CDS	966	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
AJKAJODB_03708	CDS	1113	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
AJKAJODB_03709	CDS	423	yteS			Putative lipoprotein YteS
AJKAJODB_03710	CDS	1023	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
AJKAJODB_03711	CDS	510				hypothetical protein
AJKAJODB_03712	CDS	183				Sporulation protein cse60
AJKAJODB_03713	CDS	1539	opuD		COG1292	Glycine betaine transporter OpuD
AJKAJODB_03714	CDS	1218	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
AJKAJODB_03715	CDS	1635	murJ_2		COG2244	Lipid II flippase MurJ
AJKAJODB_03716	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
AJKAJODB_03717	CDS	222	ytzE		COG1349	putative HTH-type transcriptional regulator YtzE
AJKAJODB_03718	CDS	711	ecsA_3		COG1131	ABC-type transporter ATP-binding protein EcsA
AJKAJODB_03719	CDS	1158				hypothetical protein
AJKAJODB_03720	CDS	1299	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
AJKAJODB_03721	CDS	1392		3.4.13.-		Putative dipeptidase
AJKAJODB_03722	CDS	936	cysK_2	2.5.1.47		Cysteine synthase
AJKAJODB_03723	CDS	552	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
AJKAJODB_03724	CDS	915				hypothetical protein
AJKAJODB_03725	CDS	930	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
AJKAJODB_03726	CDS	2157	amyX	3.2.1.41	COG1523	Pullulanase
AJKAJODB_03727	CDS	798				hypothetical protein
AJKAJODB_03728	CDS	279				hypothetical protein
AJKAJODB_03729	CDS	642	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
AJKAJODB_03730	CDS	846	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
AJKAJODB_03731	CDS	1701	maeA_1	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
AJKAJODB_03732	CDS	318				hypothetical protein
AJKAJODB_03733	CDS	1074	ysdC_3	3.4.11.-	COG1363	Putative aminopeptidase YsdC
AJKAJODB_03734	CDS	447				hypothetical protein
AJKAJODB_03735	CDS	324	ytpP			Thioredoxin-like protein YtpP
AJKAJODB_03736	CDS	810				hypothetical protein
AJKAJODB_03737	CDS	606				hypothetical protein
AJKAJODB_03738	CDS	2850	sftA			DNA translocase SftA
AJKAJODB_03739	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
AJKAJODB_03740	CDS	423				hypothetical protein
AJKAJODB_03741	CDS	456				hypothetical protein
AJKAJODB_03742	CDS	327				hypothetical protein
AJKAJODB_03743	CDS	1077	aroA		COG1605	Protein AroA(G)
AJKAJODB_03744	CDS	1005	ccpA_1		COG1609	Catabolite control protein A
AJKAJODB_03745	CDS	819	pomA_2		COG1291	Chemotaxis protein PomA
AJKAJODB_03746	CDS	729	motB_2		COG1360	Motility protein B
AJKAJODB_03747	CDS	1191	acuC			Acetoin utilization protein AcuC
AJKAJODB_03748	CDS	645	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
AJKAJODB_03749	CDS	633	acuA	2.3.1.-		Acetoin utilization protein AcuA
AJKAJODB_03750	CDS	1719	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AJKAJODB_03751	CDS	1269	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
AJKAJODB_03752	CDS	129				hypothetical protein
AJKAJODB_03753	CDS	603	rpsD		COG0522	30S ribosomal protein S4
AJKAJODB_03754	CDS	1740				hypothetical protein
AJKAJODB_03755	CDS	492	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
AJKAJODB_03756	CDS	624	yttP			putative HTH-type transcriptional regulator YttP
AJKAJODB_03757	CDS	807	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
AJKAJODB_03758	CDS	1689	ezrA		COG4477	Septation ring formation regulator EzrA
AJKAJODB_03759	CDS	1338	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
AJKAJODB_03760	CDS	1146	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
AJKAJODB_03761	CDS	1206	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
AJKAJODB_03762	CDS	210				Small, acid-soluble spore protein 2
AJKAJODB_03763	CDS	1590	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AJKAJODB_03764	CDS	1590	nfdA	3.5.1.91		N-substituted formamide deformylase
AJKAJODB_03765	CDS	804	nadK1	2.7.1.23	COG0061	NAD kinase 1
AJKAJODB_03766	CDS	1008	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
AJKAJODB_03767	CDS	495				hypothetical protein
AJKAJODB_03768	CDS	705				hypothetical protein
AJKAJODB_03769	CDS	456	ytfJ		COG3874	putative spore protein YtfJ
AJKAJODB_03770	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
AJKAJODB_03771	CDS	990				hypothetical protein
AJKAJODB_03772	CDS	1188	ackA	2.7.2.1	COG0282	Acetate kinase
AJKAJODB_03773	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
AJKAJODB_03774	CDS	1212	argG	6.3.4.5		Argininosuccinate synthase
AJKAJODB_03775	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
AJKAJODB_03776	CDS	132				hypothetical protein
AJKAJODB_03777	CDS	768	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJKAJODB_03778	CDS	684				hypothetical protein
AJKAJODB_03779	CDS	294				hypothetical protein
AJKAJODB_03780	CDS	171				hypothetical protein
AJKAJODB_03781	CDS	204				hypothetical protein
AJKAJODB_03782	CDS	948				hypothetical protein
AJKAJODB_03783	CDS	258				hypothetical protein
AJKAJODB_03784	CDS	303				hypothetical protein
AJKAJODB_03785	CDS	633				hypothetical protein
AJKAJODB_03786	CDS	1185				hypothetical protein
AJKAJODB_03787	CDS	279				hypothetical protein
AJKAJODB_03788	CDS	282				hypothetical protein
AJKAJODB_03789	CDS	423				hypothetical protein
AJKAJODB_03790	CDS	321	gdx_1			Guanidinium exporter
AJKAJODB_03791	CDS	336	gdx_2			Guanidinium exporter
AJKAJODB_03792	CDS	585	yvdT			putative HTH-type transcriptional regulator YvdT
AJKAJODB_03793	CDS	1563	yveA_2		COG0531	Aspartate-proton symporter
AJKAJODB_03794	CDS	1551	levB	3.2.1.64	COG1621	Levanbiose-producing levanase
AJKAJODB_03795	CDS	1422	sacB	2.4.1.10		Levansucrase
AJKAJODB_03796	CDS	417	pbpE_1		COG1680	Penicillin-binding protein 4*
AJKAJODB_03797	CDS	954	pbpE_2		COG1680	Penicillin-binding protein 4*
AJKAJODB_03798	CDS	684	racX	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
AJKAJODB_03799	CDS	171				hypothetical protein
AJKAJODB_03800	CDS	288				hypothetical protein
AJKAJODB_03801	CDS	486	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
AJKAJODB_03802	CDS	192				hypothetical protein
AJKAJODB_03803	CDS	1470	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
AJKAJODB_03804	CDS	459				hypothetical protein
AJKAJODB_03805	CDS	705	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
AJKAJODB_03806	CDS	684	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
AJKAJODB_03807	CDS	1797	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
AJKAJODB_03808	CDS	1146	epsD	2.4.-.-		Putative glycosyltransferase EpsD
AJKAJODB_03809	CDS	837	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
AJKAJODB_03810	CDS	1164	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
AJKAJODB_03811	CDS	1104	epsG			Transmembrane protein EpsG
AJKAJODB_03812	CDS	1035	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
AJKAJODB_03813	CDS	1077	epsI	2.-.-.-	COG5039	Putative pyruvyl transferase EpsI
AJKAJODB_03814	CDS	1029	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
AJKAJODB_03815	CDS	1518	epsK			putative membrane protein EpsK
AJKAJODB_03816	CDS	609	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
AJKAJODB_03817	CDS	651	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
AJKAJODB_03818	CDS	1167	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
AJKAJODB_03819	CDS	969	epsO	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
AJKAJODB_03820	CDS	219	yvfG			putative protein YvfG
AJKAJODB_03821	CDS	1311	rpoN		COG1508	RNA polymerase sigma-54 factor
AJKAJODB_03822	CDS	1692	lutP		COG1620	L-lactate permease
AJKAJODB_03823	CDS	723	lutR_2		COG2186	HTH-type transcriptional regulator LutR
AJKAJODB_03824	CDS	999	lacR_2		COG1609	HTH-type transcriptional regulator LacR
AJKAJODB_03825	CDS	1266	cycB		COG2182	Cyclodextrin-binding protein
AJKAJODB_03826	CDS	1257				hypothetical protein
AJKAJODB_03827	CDS	852	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
AJKAJODB_03828	CDS	2061	ganA	3.2.1.23	COG1874	Beta-galactosidase GanA
AJKAJODB_03829	CDS	1290	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
AJKAJODB_03830	CDS	1212	rsbP	3.1.3.3	COG2208	Phosphoserine phosphatase RsbP
AJKAJODB_03831	CDS	810	rsbQ			Sigma factor SigB regulation protein RsbQ
AJKAJODB_03832	CDS	420				hypothetical protein
AJKAJODB_03833	CDS	1035				hypothetical protein
AJKAJODB_03834	CDS	519				hypothetical protein
AJKAJODB_03835	CDS	903	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AJKAJODB_03836	CDS	738				hypothetical protein
AJKAJODB_03837	CDS	1116	desK_2	2.7.13.3	COG4585	Sensor histidine kinase DesK
AJKAJODB_03838	CDS	603	desR_2		COG2197	Transcriptional regulatory protein DesR
AJKAJODB_03839	CDS	717	lutA_2		COG0247	Lactate utilization protein A
AJKAJODB_03840	CDS	1440	lutB		COG1139	Lactate utilization protein B
AJKAJODB_03841	CDS	723	lutC		COG1556	Lactate utilization protein C
AJKAJODB_03842	CDS	789	ydhD_2	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
AJKAJODB_03843	CDS	1344	yvbW		COG1113	putative amino acid permease YvbW
AJKAJODB_03844	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
AJKAJODB_03845	CDS	879	cmpR			HTH-type transcriptional activator CmpR
AJKAJODB_03846	CDS	1011				hypothetical protein
AJKAJODB_03847	CDS	1089	araR		COG1609	Arabinose metabolism transcriptional repressor
AJKAJODB_03848	CDS	1395	araE		COG0477	Arabinose-proton symporter
AJKAJODB_03849	CDS	1023	cggR		COG2390	Central glycolytic genes regulator
AJKAJODB_03850	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
AJKAJODB_03851	CDS	1185	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
AJKAJODB_03852	CDS	762	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
AJKAJODB_03853	CDS	1536	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
AJKAJODB_03854	CDS	1293	eno	4.2.1.11	COG0148	Enolase
AJKAJODB_03855	CDS	462	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
AJKAJODB_03856	CDS	1815				hypothetical protein
AJKAJODB_03857	CDS	699				hypothetical protein
AJKAJODB_03858	CDS	615				hypothetical protein
AJKAJODB_03859	CDS	633				hypothetical protein
AJKAJODB_03860	CDS	558	opcR_2		COG1510	HTH-type transcriptional repressor OpcR
AJKAJODB_03861	CDS	1143	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
AJKAJODB_03862	CDS	654	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
AJKAJODB_03863	CDS	918	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
AJKAJODB_03864	CDS	675	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
AJKAJODB_03865	CDS	534	opcR_3		COG1510	HTH-type transcriptional repressor OpcR
AJKAJODB_03866	CDS	1146	opuBA_2		COG1125	Choline transport ATP-binding protein OpuBA
AJKAJODB_03867	CDS	654	opuBB		COG1174	Choline transport system permease protein OpuBB
AJKAJODB_03868	CDS	921	opuBC		COG1732	Choline-binding protein
AJKAJODB_03869	CDS	681	opuBD		COG1174	Choline transport system permease protein OpuBD
AJKAJODB_03870	CDS	1701				hypothetical protein
AJKAJODB_03871	CDS	327	yodB_2		COG1733	HTH-type transcriptional regulator YodB
AJKAJODB_03872	CDS	420	rghR_1			HTH-type transcriptional repressor RghR
AJKAJODB_03873	CDS	429	rghR_2			HTH-type transcriptional repressor RghR
AJKAJODB_03874	CDS	243				hypothetical protein
AJKAJODB_03875	CDS	774	yvaM	3.-.-.-		AB hydrolase superfamily protein YvaM
AJKAJODB_03876	CDS	231	secG		COG1314	putative protein-export membrane protein SecG
AJKAJODB_03877	CDS	741	est	3.1.1.1	COG1647	Carboxylesterase
AJKAJODB_03878	CDS	2340	rnr	3.1.13.1	COG0557	Ribonuclease R
AJKAJODB_03879	CDS	471	smpB		COG0691	SsrA-binding protein
AJKAJODB_03880	tmRNA	360	ssrA			transfer-messenger RNA, SsrA
AJKAJODB_03881	CDS	600	xerC_9			Tyrosine recombinase XerC
AJKAJODB_03882	CDS	411				hypothetical protein
AJKAJODB_03883	CDS	1101				hypothetical protein
AJKAJODB_03884	CDS	129				hypothetical protein
AJKAJODB_03885	CDS	93				hypothetical protein
AJKAJODB_03886	CDS	399				hypothetical protein
AJKAJODB_03887	CDS	204				hypothetical protein
AJKAJODB_03888	CDS	192				hypothetical protein
AJKAJODB_03889	CDS	219				hypothetical protein
AJKAJODB_03890	CDS	882				hypothetical protein
AJKAJODB_03891	CDS	828				hypothetical protein
AJKAJODB_03892	CDS	549				hypothetical protein
AJKAJODB_03893	CDS	171				hypothetical protein
AJKAJODB_03894	CDS	141				hypothetical protein
AJKAJODB_03895	CDS	156				hypothetical protein
AJKAJODB_03896	CDS	198				hypothetical protein
AJKAJODB_03897	CDS	363				hypothetical protein
AJKAJODB_03898	CDS	318				hypothetical protein
AJKAJODB_03899	CDS	408				hypothetical protein
AJKAJODB_03900	CDS	258				hypothetical protein
AJKAJODB_03901	CDS	657				hypothetical protein
AJKAJODB_03902	CDS	333				hypothetical protein
AJKAJODB_03903	CDS	420	yopX			SPbeta prophage-derived uncharacterized protein YopX
AJKAJODB_03904	CDS	201				hypothetical protein
AJKAJODB_03905	CDS	453				hypothetical protein
AJKAJODB_03906	CDS	513	xerC_10			Tyrosine recombinase XerC
AJKAJODB_03907	CDS	300				hypothetical protein
AJKAJODB_03908	CDS	171				hypothetical protein
AJKAJODB_03909	CDS	213	uviB			Bacteriocin UviB
AJKAJODB_03910	CDS	264				hypothetical protein
AJKAJODB_03911	CDS	978	cwlA_2	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
AJKAJODB_03912	CDS	465	yobK_3			Antitoxin YobK
AJKAJODB_03913	CDS	1764	yobL_3	3.1.-.-		Ribonuclease YobL
AJKAJODB_03914	CDS	1086				hypothetical protein
AJKAJODB_03915	CDS	201				hypothetical protein
AJKAJODB_03916	CDS	291				hypothetical protein
AJKAJODB_03917	CDS	492				hypothetical protein
AJKAJODB_03918	CDS	852				hypothetical protein
AJKAJODB_03919	CDS	252				hypothetical protein
AJKAJODB_03920	CDS	534				hypothetical protein
AJKAJODB_03921	CDS	270				hypothetical protein
AJKAJODB_03922	CDS	435				hypothetical protein
AJKAJODB_03923	CDS	2466	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
AJKAJODB_03924	CDS	1923	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
AJKAJODB_03925	CDS	246				hypothetical protein
AJKAJODB_03926	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
AJKAJODB_03927	CDS	216				hypothetical protein
AJKAJODB_03928	CDS	1137	dnaN		COG0592	Beta sliding clamp
AJKAJODB_03929	CDS	1341	dnaA_2		COG0593	Chromosomal replication initiator protein DnaA
AJKAJODB_03930	CDS	351	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
AJKAJODB_03931	CDS	780	misCA		COG0706	Membrane protein insertase MisCA
AJKAJODB_03932	CDS	627				hypothetical protein
AJKAJODB_03933	CDS	1380	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
AJKAJODB_03934	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AJKAJODB_03935	CDS	720	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
AJKAJODB_03936	CDS	852	noc		COG1475	Nucleoid occlusion protein
AJKAJODB_03937	CDS	441				hypothetical protein
AJKAJODB_03938	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AJKAJODB_03939	CDS	849	spo0J		COG1475	Stage 0 sporulation protein J
AJKAJODB_03940	CDS	618				hypothetical protein
AJKAJODB_03941	CDS	999				hypothetical protein
AJKAJODB_03942	CDS	207				hypothetical protein
AJKAJODB_03943	CDS	2004	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
AJKAJODB_03944	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
AJKAJODB_03945	CDS	288	rpsF		COG0360	30S ribosomal protein S6
AJKAJODB_03946	CDS	519	ssbA_2		COG0629	Single-stranded DNA-binding protein A
AJKAJODB_03947	CDS	240	rpsR		COG0238	30S ribosomal protein S18
AJKAJODB_03948	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
AJKAJODB_03949	CDS	444	ccpB_2			Catabolite control protein B
AJKAJODB_03950	CDS	1275				hypothetical protein
AJKAJODB_03951	CDS	1029				hypothetical protein
AJKAJODB_03952	CDS	1062				hypothetical protein
AJKAJODB_03953	CDS	378				hypothetical protein
AJKAJODB_03954	CDS	1356	ydjE			Inner membrane metabolite transport protein YdjE
AJKAJODB_03955	CDS	900				hypothetical protein
AJKAJODB_03956	CDS	2070		5.1.3.11		Cellobiose 2-epimerase
AJKAJODB_03957	CDS	450	sbmC			DNA gyrase inhibitor
AJKAJODB_03958	CDS	186				hypothetical protein
AJKAJODB_03959	CDS	567	yyaP		COG0262	putative protein YyaP
AJKAJODB_03960	CDS	357				hypothetical protein
AJKAJODB_03961	CDS	522	satA	2.3.-.-		Streptothricin acetyltransferase A
AJKAJODB_03962	CDS	603				hypothetical protein
AJKAJODB_03963	CDS	447		2.3.1.-		Acetyltransferase
AJKAJODB_03964	CDS	453				hypothetical protein
AJKAJODB_03965	CDS	393				hypothetical protein
AJKAJODB_03966	CDS	600	ynfM			Inner membrane transport protein YnfM
AJKAJODB_03967	CDS	840				hypothetical protein
AJKAJODB_03968	CDS	390	yybH		COG4319	putative protein YybH
AJKAJODB_03969	CDS	789				hypothetical protein
AJKAJODB_03970	CDS	735				hypothetical protein
AJKAJODB_03971	CDS	1311	garP			putative galactarate transporter
AJKAJODB_03972	CDS	111				hypothetical protein
AJKAJODB_03973	CDS	447				hypothetical protein
AJKAJODB_03974	CDS	930	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
AJKAJODB_03975	CDS	378	yybR		COG1733	putative HTH-type transcriptional regulator YybR
AJKAJODB_03976	CDS	318	cotF_1		COG5577	Spore coat protein F
AJKAJODB_03977	CDS	120	cotF_2		COG5577	Spore coat protein F
AJKAJODB_03978	CDS	150				hypothetical protein
AJKAJODB_03979	CDS	930				hypothetical protein
AJKAJODB_03980	CDS	1980	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
AJKAJODB_03981	CDS	450	rplI			50S ribosomal protein L9
AJKAJODB_03982	CDS	2058				hypothetical protein
AJKAJODB_03983	CDS	1209	yycB		COG2807	putative transporter YycB
AJKAJODB_03984	CDS	141	yycC			putative protein YycC
AJKAJODB_03985	CDS	204				hypothetical protein
AJKAJODB_03986	CDS	201				hypothetical protein
AJKAJODB_03987	CDS	1365	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
AJKAJODB_03988	CDS	420	yycE			putative protein YycE
AJKAJODB_03989	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
AJKAJODB_03990	tRNA	76				tRNA-Lys(ttt)
AJKAJODB_03991	tRNA	72				tRNA-Glu(ttc)
AJKAJODB_03992	tRNA	77				tRNA-Asp(gtc)
AJKAJODB_03993	tRNA	74				tRNA-Phe(gaa)
AJKAJODB_03994	CDS	711	walR_3		COG0745	Transcriptional regulatory protein WalR
AJKAJODB_03995	CDS	1836	walK	2.7.13.3		Sensor histidine kinase WalK
AJKAJODB_03996	CDS	1377	yycH		COG4863	Two-component system WalR/WalK regulatory protein YycH
AJKAJODB_03997	CDS	843	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
AJKAJODB_03998	CDS	795	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
AJKAJODB_03999	CDS	1203	htrA_2	3.4.21.107	COG0265	Serine protease Do-like HtrA
AJKAJODB_04000	CDS	1386	rocR		COG3829	Arginine utilization regulatory protein RocR
AJKAJODB_04001	CDS	372				hypothetical protein
AJKAJODB_04002	CDS	639	sdpI		COG5658	Immunity protein SdpI
AJKAJODB_04003	CDS	318				hypothetical protein
AJKAJODB_04004	CDS	954	sdpB_2			Sporulation-delaying protein SdpB
AJKAJODB_04005	CDS	603	sdpC			Sporulation delaying protein C
AJKAJODB_04006	CDS	1206	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
AJKAJODB_04007	CDS	1404	rocE_1		COG0833	Amino-acid permease RocE
AJKAJODB_04008	CDS	891	rocF	3.5.3.1	COG0010	Arginase
AJKAJODB_04009	CDS	117				hypothetical protein
AJKAJODB_04010	CDS	1098	rapG_2	3.1.-.-		Response regulator aspartate phosphatase G
AJKAJODB_04011	CDS	471	yycN_2	2.3.1.-	COG0454	putative N-acetyltransferase YycN
AJKAJODB_04012	CDS	738				hypothetical protein
AJKAJODB_04013	CDS	1158				hypothetical protein
AJKAJODB_04014	CDS	249				hypothetical protein
AJKAJODB_04015	CDS	171				hypothetical protein
AJKAJODB_04016	CDS	1212	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
AJKAJODB_04017	CDS	414				hypothetical protein
AJKAJODB_04018	CDS	171				hypothetical protein
AJKAJODB_04019	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AJKAJODB_04020	CDS	909				hypothetical protein
AJKAJODB_04021	CDS	3114				hypothetical protein
AJKAJODB_04022	CDS	318				hypothetical protein
AJKAJODB_04023	CDS	723				IS3 family transposase ISHahy4
AJKAJODB_04024	rRNA	2727				23S ribosomal RNA
AJKAJODB_04025	CDS	990			COG3385	IS4 family transposase IS4Bsu1
AJKAJODB_04026	CDS	1464	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
AJKAJODB_04027	CDS	816	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
AJKAJODB_04028	CDS	978	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
AJKAJODB_04029	CDS	1914	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
AJKAJODB_04030	CDS	894	iolE	4.2.1.44	COG1082	Inosose dehydratase
AJKAJODB_04031	CDS	1332	iolT_4			Major myo-inositol transporter IolT
AJKAJODB_04032	CDS	1035	iolG_3	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
AJKAJODB_04033	CDS	870				hypothetical protein
AJKAJODB_04034	CDS	837	iolI	5.3.99.11	COG1082	Inosose isomerase
AJKAJODB_04035	CDS	873	iolJ	4.1.2.29	COG0191	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
AJKAJODB_04036	CDS	690	graR_3		COG0745	Response regulator protein GraR
AJKAJODB_04037	CDS	978	graS_2	2.7.13.3	COG0642	Sensor histidine kinase GraS
AJKAJODB_04038	CDS	318	yxdL_2		COG1136	ABC transporter ATP-binding protein YxdL
AJKAJODB_04039	CDS	417	yxdL_3		COG1136	ABC transporter ATP-binding protein YxdL
AJKAJODB_04040	CDS	1683	yxdM_2			ABC transporter permease protein YxdM
AJKAJODB_04041	CDS	348	yxeA		COG5294	putative protein YxeA
AJKAJODB_04042	CDS	966	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
AJKAJODB_04043	CDS	399				hypothetical protein
AJKAJODB_04044	CDS	354				hypothetical protein
AJKAJODB_04045	CDS	366	yxeE			putative protein YxeE
AJKAJODB_04046	CDS	435	yxeF			putative protein YxeF
AJKAJODB_04047	CDS	558				hypothetical protein
AJKAJODB_04048	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
AJKAJODB_04049	CDS	987	yxeI		COG3049	putative protein YxeI
AJKAJODB_04050	CDS	1326	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
AJKAJODB_04051	CDS	498	scmL	2.3.1.-		S-(2-succino)cysteine N-acetyltransferase
AJKAJODB_04052	CDS	795	yxeM		COG0834	putative amino-acid-binding protein YxeM
AJKAJODB_04053	CDS	675	yxeN			putative amino-acid permease protein YxeN
AJKAJODB_04054	CDS	750	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
AJKAJODB_04055	CDS	1143	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
AJKAJODB_04056	CDS	1338				hypothetical protein
AJKAJODB_04057	CDS	1113				hypothetical protein
AJKAJODB_04058	CDS	828				hypothetical protein
AJKAJODB_04059	CDS	942	deoR		COG2390	Deoxyribonucleoside regulator
AJKAJODB_04060	CDS	672	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
AJKAJODB_04061	CDS	1182	nupC		COG1972	Nucleoside permease NupC
AJKAJODB_04062	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
AJKAJODB_04063	CDS	903	rocE_2		COG0833	Amino-acid permease RocE
AJKAJODB_04064	CDS	1449	hutU	4.2.1.49	COG2987	Urocanate hydratase
AJKAJODB_04065	CDS	1230	abn2	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 2
AJKAJODB_04066	CDS	2751	recD	3.1.11.5		RecBCD enzyme subunit RecD
AJKAJODB_04067	CDS	390	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
AJKAJODB_04068	CDS	3135	uvrB_2			UvrABC system protein B
AJKAJODB_04069	CDS	366				hypothetical protein
AJKAJODB_04070	CDS	270				hypothetical protein
AJKAJODB_04071	CDS	1617				hypothetical protein
AJKAJODB_04072	CDS	327				hypothetical protein
AJKAJODB_04073	CDS	1413				hypothetical protein
AJKAJODB_04074	CDS	339				hypothetical protein
