locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHGPHIL_03776	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
MBHGPHIL_03777	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
MBHGPHIL_03778	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
MBHGPHIL_03779	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
MBHGPHIL_03780	CDS	1227	astC	2.6.1.81	COG4992	Succinylornithine transaminase
MBHGPHIL_03781	CDS	879	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
MBHGPHIL_03782	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MBHGPHIL_03783	CDS	276				hypothetical protein
MBHGPHIL_03784	CDS	1344	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
MBHGPHIL_03785	CDS	1950	topB	5.6.2.1	COG0550	DNA topoisomerase 3
MBHGPHIL_03786	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
MBHGPHIL_03787	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
MBHGPHIL_03788	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
MBHGPHIL_03789	CDS	1089	ansA	3.5.1.1	COG0252	L-asparaginase 1
MBHGPHIL_03790	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
MBHGPHIL_03791	CDS	279				hypothetical protein
MBHGPHIL_03792	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
MBHGPHIL_03793	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
MBHGPHIL_03794	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
MBHGPHIL_03795	CDS	849		1.-.-.-	COG0667	putative oxidoreductase
MBHGPHIL_03796	CDS	1197	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MBHGPHIL_03797	CDS	747	mipA		COG3713	MltA-interacting protein
MBHGPHIL_03798	CDS	363				hypothetical protein
MBHGPHIL_03799	CDS	1557				hypothetical protein
MBHGPHIL_03800	CDS	1287				hypothetical protein
MBHGPHIL_03801	CDS	1494	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
MBHGPHIL_03802	CDS	528				hypothetical protein
MBHGPHIL_03803	CDS	108				hypothetical protein
MBHGPHIL_03804	CDS	447				hypothetical protein
MBHGPHIL_03805	CDS	795	nimR			HTH-type transcriptional regulator NimR
MBHGPHIL_03806	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
MBHGPHIL_03807	CDS	348				hypothetical protein
MBHGPHIL_03808	CDS	312				hypothetical protein
MBHGPHIL_03809	CDS	252				hypothetical protein
MBHGPHIL_03810	CDS	249				hypothetical protein
MBHGPHIL_03811	CDS	642				hypothetical protein
MBHGPHIL_03812	CDS	183	yoaG			Protein YoaG
MBHGPHIL_03813	CDS	363	yeaR_2		COG3615	putative protein YeaR
MBHGPHIL_03814	CDS	639	leuE		COG1280	Leucine efflux protein
MBHGPHIL_03815	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
MBHGPHIL_03816	CDS	249				hypothetical protein
MBHGPHIL_03817	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
MBHGPHIL_03818	CDS	594				hypothetical protein
MBHGPHIL_03819	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
MBHGPHIL_03820	CDS	651	zinT		COG3443	Metal-binding protein ZinT
MBHGPHIL_03821	tRNA	77				tRNA-Arg(tct)
MBHGPHIL_03822	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
MBHGPHIL_03823	CDS	1134				hypothetical protein
MBHGPHIL_03824	CDS	591	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
MBHGPHIL_03825	CDS	798	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBHGPHIL_03826	CDS	813	dppC_2		COG1173	Dipeptide transport system permease protein DppC
MBHGPHIL_03827	CDS	975	dppB_2		COG0601	Dipeptide transport system permease protein DppB
MBHGPHIL_03828	CDS	1587				hypothetical protein
MBHGPHIL_03829	CDS	315				hypothetical protein
MBHGPHIL_03830	CDS	531	yodB		COG3038	Cytochrome b561 
MBHGPHIL_03831	CDS	1044				hypothetical protein
MBHGPHIL_03832	CDS	468	ibpA_2		COG0071	Small heat shock protein IbpA
MBHGPHIL_03833	CDS	174				hypothetical protein
MBHGPHIL_03834	CDS	345				hypothetical protein
MBHGPHIL_03835	tRNA	77				tRNA-Arg(cct)
MBHGPHIL_03836	CDS	558	ail_3		COG3637	Attachment invasion locus protein
MBHGPHIL_03837	CDS	264				hypothetical protein
MBHGPHIL_03838	CDS	522				hypothetical protein
MBHGPHIL_03839	CDS	240				hypothetical protein
MBHGPHIL_03840	CDS	789				hypothetical protein
MBHGPHIL_03841	CDS	225				hypothetical protein
MBHGPHIL_03842	CDS	219				hypothetical protein
MBHGPHIL_03843	CDS	885				hypothetical protein
MBHGPHIL_03844	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
MBHGPHIL_03845	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
MBHGPHIL_03846	CDS	330				hypothetical protein
MBHGPHIL_03847	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
MBHGPHIL_03848	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
MBHGPHIL_03849	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
MBHGPHIL_03850	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
MBHGPHIL_03851	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
MBHGPHIL_03852	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
MBHGPHIL_03853	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
MBHGPHIL_03854	CDS	1290				hypothetical protein
MBHGPHIL_03855	CDS	2574	clpB		COG0542	Chaperone protein ClpB
MBHGPHIL_03856	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MBHGPHIL_03857	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MBHGPHIL_03858	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
MBHGPHIL_03859	CDS	339	raiA		COG1544	Ribosome-associated inhibitor A
MBHGPHIL_03860	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
MBHGPHIL_03861	CDS	909		3.1.1.99		6-deoxy-6-sulfogluconolactonase
MBHGPHIL_03862	CDS	1122	tyrA		COG0287	T-protein
MBHGPHIL_03863	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
MBHGPHIL_03864	CDS	519				hypothetical protein
MBHGPHIL_03865	CDS	1221	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
MBHGPHIL_03866	CDS	348	rplS		COG0335	50S ribosomal protein L19
MBHGPHIL_03867	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MBHGPHIL_03868	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
MBHGPHIL_03869	CDS	249	rpsP		COG0228	30S ribosomal protein S16
MBHGPHIL_03870	CDS	1362	ffh		COG0541	Signal recognition particle protein
MBHGPHIL_03871	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
MBHGPHIL_03872	CDS	1242				hypothetical protein
MBHGPHIL_03873	CDS	606				hypothetical protein
MBHGPHIL_03874	CDS	591	grpE		COG0576	Protein GrpE
MBHGPHIL_03875	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
MBHGPHIL_03876	CDS	1662	recN		COG0497	DNA repair protein RecN
MBHGPHIL_03877	CDS	339	bamE		COG2913	Outer membrane protein assembly factor BamE
MBHGPHIL_03878	CDS	291				hypothetical protein
MBHGPHIL_03879	CDS	438	ratA		COG2867	Ribosome association toxin RatA
MBHGPHIL_03880	CDS	528	smpB		COG0691	SsrA-binding protein
MBHGPHIL_03881	CDS	11475				hypothetical protein
MBHGPHIL_03882	CDS	1410	bepC			Outer membrane efflux protein BepC
MBHGPHIL_03883	CDS	2181	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
MBHGPHIL_03884	CDS	1191	prsE_2			Type I secretion system membrane fusion protein PrsE
MBHGPHIL_03885	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
MBHGPHIL_03886	CDS	1065	intA_4		COG0582	Prophage integrase IntA
MBHGPHIL_03887	CDS	639				hypothetical protein
MBHGPHIL_03888	CDS	1140				hypothetical protein
MBHGPHIL_03889	CDS	813				hypothetical protein
MBHGPHIL_03890	CDS	216				hypothetical protein
MBHGPHIL_03891	CDS	2070				hypothetical protein
MBHGPHIL_03892	CDS	1284				hypothetical protein
MBHGPHIL_03893	CDS	660				hypothetical protein
MBHGPHIL_03894	CDS	291				hypothetical protein
MBHGPHIL_03895	CDS	285				hypothetical protein
MBHGPHIL_03896	CDS	522	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
MBHGPHIL_03897	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
MBHGPHIL_03898	CDS	981	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
MBHGPHIL_03899	CDS	1014	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
MBHGPHIL_03900	CDS	1152				hypothetical protein
MBHGPHIL_03901	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
MBHGPHIL_03902	CDS	567	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
MBHGPHIL_03903	CDS	843	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
MBHGPHIL_03904	CDS	1542	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
MBHGPHIL_03905	CDS	1680	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
MBHGPHIL_03906	CDS	183				hypothetical protein
MBHGPHIL_03907	CDS	876				hypothetical protein
MBHGPHIL_03908	CDS	1842				hypothetical protein
MBHGPHIL_03909	CDS	1323				hypothetical protein
MBHGPHIL_03910	CDS	597	intA_5		COG0582	Prophage integrase IntA
MBHGPHIL_03911	CDS	396				hypothetical protein
MBHGPHIL_03912	CDS	267				IS3 family transposase IS1351
MBHGPHIL_03913	CDS	639				hypothetical protein
MBHGPHIL_03914	CDS	1983				hypothetical protein
MBHGPHIL_03915	CDS	300				IS3 family transposase ISSty2
MBHGPHIL_03916	CDS	471				hypothetical protein
MBHGPHIL_03917	CDS	1521	fljB		COG1344	Phase 2 flagellin
MBHGPHIL_03918	CDS	573	hin		COG1961	DNA-invertase hin
MBHGPHIL_03919	CDS	1116	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
MBHGPHIL_03920	CDS	3654		3.6.3.-		Multidrug efflux ATP-binding/permease protein
MBHGPHIL_03921	CDS	1245	fes_2		COG2382	Enterochelin esterase
MBHGPHIL_03922	CDS	936				hypothetical protein
MBHGPHIL_03923	CDS	2175	pfeA		COG4771	Ferric enterobactin receptor
MBHGPHIL_03924	CDS	312				hypothetical protein
MBHGPHIL_03925	CDS	1053	pipB2		COG1357	Secreted effector protein PipB2
MBHGPHIL_03926	CDS	930				hypothetical protein
MBHGPHIL_03927	CDS	897				hypothetical protein
MBHGPHIL_03928	CDS	114				hypothetical protein
MBHGPHIL_03929	CDS	1014	hoxN			High-affinity nickel transport protein
MBHGPHIL_03930	CDS	1416	qseC_2	2.7.13.3		Sensor protein QseC
MBHGPHIL_03931	CDS	675	tctD		COG0745	Transcriptional regulatory protein tctD
MBHGPHIL_03932	CDS	978				hypothetical protein
MBHGPHIL_03933	CDS	432				hypothetical protein
MBHGPHIL_03934	CDS	1515				hypothetical protein
MBHGPHIL_03935	CDS	135				hypothetical protein
MBHGPHIL_03936	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
MBHGPHIL_03937	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
MBHGPHIL_03938	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
MBHGPHIL_03939	CDS	1284	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
MBHGPHIL_03940	CDS	1401	gabP		COG1113	GABA permease
MBHGPHIL_03941	CDS	678	glaR		COG1802	HTH-type transcriptional repressor GlaR
MBHGPHIL_03942	CDS	450	kbp		COG1652	Potassium binding protein Kbp
MBHGPHIL_03943	CDS	159				hypothetical protein
MBHGPHIL_03944	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
MBHGPHIL_03945	CDS	528	ygaP		COG0607	Inner membrane protein YgaP
MBHGPHIL_03946	CDS	180				hypothetical protein
MBHGPHIL_03947	CDS	402	stpA		COG2916	DNA-binding protein StpA
MBHGPHIL_03948	CDS	450	alaE			L-alanine exporter AlaE
MBHGPHIL_03949	CDS	351				hypothetical protein
MBHGPHIL_03950	CDS	327	ygaM		COG4575	putative protein YgaM
MBHGPHIL_03951	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
MBHGPHIL_03952	CDS	432				hypothetical protein
MBHGPHIL_03953	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
MBHGPHIL_03954	CDS	411	nrdI		COG1780	Protein NrdI
MBHGPHIL_03955	CDS	2118	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
MBHGPHIL_03956	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
MBHGPHIL_03957	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
MBHGPHIL_03958	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
MBHGPHIL_03959	CDS	996	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
MBHGPHIL_03960	CDS	1185				putative transporter
MBHGPHIL_03961	CDS	531	mprA		COG1846	Transcriptional repressor MprA
MBHGPHIL_03962	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
MBHGPHIL_03963	CDS	1539	emrB			Multidrug export protein EmrB
MBHGPHIL_03964	CDS	1371				hypothetical protein
MBHGPHIL_03965	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MBHGPHIL_03966	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
MBHGPHIL_03967	CDS	426	yqaA		COG1238	Inner membrane protein YqaA
MBHGPHIL_03968	CDS	255	yqaB_1	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
MBHGPHIL_03969	CDS	156	yqaB_2	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
MBHGPHIL_03970	tRNA	77				tRNA-Arg(acg)
MBHGPHIL_03971	CDS	555	yrdA		COG0663	Protein YrdA
MBHGPHIL_03972	CDS	258				hypothetical protein
MBHGPHIL_03973	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MBHGPHIL_03974	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MBHGPHIL_03975	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
MBHGPHIL_03976	CDS	474	smg			Protein Smg
MBHGPHIL_03977	CDS	1125				hypothetical protein
MBHGPHIL_03978	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
MBHGPHIL_03979	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MBHGPHIL_03980	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MBHGPHIL_03981	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
MBHGPHIL_03982	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
MBHGPHIL_03983	CDS	270				hypothetical protein
MBHGPHIL_03984	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
MBHGPHIL_03985	CDS	369				hypothetical protein
MBHGPHIL_03986	CDS	384	rplQ		COG0203	50S ribosomal protein L17
MBHGPHIL_03987	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MBHGPHIL_03988	CDS	621	rpsD		COG0522	30S ribosomal protein S4
MBHGPHIL_03989	CDS	381				hypothetical protein
MBHGPHIL_03990	CDS	357	rpsM		COG0099	30S ribosomal protein S13
MBHGPHIL_03991	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
MBHGPHIL_03992	CDS	1332	secY		COG0201	Protein translocase subunit SecY
MBHGPHIL_03993	CDS	435	rplO		COG0200	50S ribosomal protein L15
MBHGPHIL_03994	CDS	180	rpmD		COG1841	50S ribosomal protein L30
MBHGPHIL_03995	CDS	504	rpsE		COG0098	30S ribosomal protein S5
MBHGPHIL_03996	CDS	354	rplR		COG0256	50S ribosomal protein L18
MBHGPHIL_03997	CDS	534	rplF		COG0097	50S ribosomal protein L6
MBHGPHIL_03998	CDS	393	rpsH		COG0096	30S ribosomal protein S8
MBHGPHIL_03999	CDS	306	rpsN		COG0199	30S ribosomal protein S14
MBHGPHIL_04000	CDS	540	rplE		COG0094	50S ribosomal protein L5
MBHGPHIL_04001	CDS	315	rplX		COG0198	50S ribosomal protein L24
MBHGPHIL_04002	CDS	372	rplN		COG0093	50S ribosomal protein L14
MBHGPHIL_04003	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
MBHGPHIL_04004	CDS	192	rpmC		COG0255	50S ribosomal protein L29
MBHGPHIL_04005	CDS	411	rplP		COG0197	50S ribosomal protein L16
MBHGPHIL_04006	CDS	702	rpsC		COG0092	30S ribosomal protein S3
MBHGPHIL_04007	CDS	333	rplV		COG0091	50S ribosomal protein L22
MBHGPHIL_04008	CDS	279	rpsS		COG0185	30S ribosomal protein S19
MBHGPHIL_04009	CDS	822	rplB		COG0090	50S ribosomal protein L2
MBHGPHIL_04010	CDS	303	rplW		COG0089	50S ribosomal protein L23
MBHGPHIL_04011	CDS	606	rplD		COG0088	50S ribosomal protein L4
MBHGPHIL_04012	CDS	630	rplC		COG0087	50S ribosomal protein L3
MBHGPHIL_04013	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
MBHGPHIL_04014	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
MBHGPHIL_04015	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
MBHGPHIL_04016	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
MBHGPHIL_04017	CDS	891	tuf1_2			Elongation factor Tu 1
MBHGPHIL_04018	rRNA	451				16S ribosomal RNA (partial)
MBHGPHIL_04019	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
MBHGPHIL_04020	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MBHGPHIL_04021	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
MBHGPHIL_04022	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
MBHGPHIL_04023	CDS	405	rcsF			Outer membrane lipoprotein RcsF
MBHGPHIL_04024	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
MBHGPHIL_04025	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MBHGPHIL_04026	CDS	702	nlpE		COG3015	Lipoprotein NlpE
MBHGPHIL_04027	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
MBHGPHIL_04028	CDS	546	yaeQ		COG4681	putative protein YaeQ
MBHGPHIL_04029	CDS	201				hypothetical protein
MBHGPHIL_04030	CDS	261	rof		COG4568	Protein rof
MBHGPHIL_04031	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MBHGPHIL_04032	CDS	390				hypothetical protein
MBHGPHIL_04033	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
MBHGPHIL_04034	CDS	1764				hypothetical protein
MBHGPHIL_04035	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MBHGPHIL_04036	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MBHGPHIL_04037	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MBHGPHIL_04038	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
MBHGPHIL_04039	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
MBHGPHIL_04040	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MBHGPHIL_04041	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
MBHGPHIL_04042	CDS	486	skp		COG2825	Chaperone protein Skp
MBHGPHIL_04043	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
MBHGPHIL_04044	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
MBHGPHIL_04045	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
MBHGPHIL_04046	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
MBHGPHIL_04047	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
MBHGPHIL_04048	CDS	558	frr		COG0233	Ribosome-recycling factor
MBHGPHIL_04049	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
MBHGPHIL_04050	CDS	924	tsf		COG0264	Elongation factor Ts
MBHGPHIL_04051	CDS	726	rpsB		COG0052	30S ribosomal protein S2
MBHGPHIL_04052	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
MBHGPHIL_04053	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
MBHGPHIL_04054	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
MBHGPHIL_04055	CDS	1302	abaF			Fosfomycin resistance protein AbaF
MBHGPHIL_04056	CDS	387				hypothetical protein
MBHGPHIL_04057	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
MBHGPHIL_04058	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MBHGPHIL_04059	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
MBHGPHIL_04060	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MBHGPHIL_04061	CDS	801	btuF		COG0614	Vitamin B12-binding protein
MBHGPHIL_04062	CDS	624				hypothetical protein
MBHGPHIL_04063	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
MBHGPHIL_04064	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
MBHGPHIL_04065	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MBHGPHIL_04066	CDS	840	yfcO			putative protein YfcO
MBHGPHIL_04067	CDS	531	yfcP			putative fimbrial-like protein YfcP
MBHGPHIL_04068	CDS	477	yfcQ			putative fimbrial-like protein YfcQ
MBHGPHIL_04069	CDS	513	yfcR			putative fimbrial-like protein YfcR
MBHGPHIL_04070	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
MBHGPHIL_04071	CDS	2658	papC_2		COG3188	Outer membrane usher protein PapC
MBHGPHIL_04072	CDS	561	smfA			Fimbria A protein
MBHGPHIL_04073	CDS	207				hypothetical protein
MBHGPHIL_04074	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
MBHGPHIL_04075	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
MBHGPHIL_04076	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
MBHGPHIL_04077	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
MBHGPHIL_04078	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
MBHGPHIL_04079	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
MBHGPHIL_04080	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
MBHGPHIL_04081	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
MBHGPHIL_04082	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
MBHGPHIL_04083	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
MBHGPHIL_04084	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
MBHGPHIL_04085	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
MBHGPHIL_04086	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
MBHGPHIL_04087	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
MBHGPHIL_04088	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
MBHGPHIL_04089	CDS	1230				hypothetical protein
MBHGPHIL_04090	CDS	441				hypothetical protein
MBHGPHIL_04091	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
MBHGPHIL_04092	CDS	684	fimC_2			Chaperone protein FimC
MBHGPHIL_04093	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
MBHGPHIL_04094	CDS	1080	lpfD_3			putative minor fimbrial subunit LpfD
MBHGPHIL_04095	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
MBHGPHIL_04096	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
MBHGPHIL_04097	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
MBHGPHIL_04098	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
MBHGPHIL_04099	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
MBHGPHIL_04100	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
MBHGPHIL_04101	CDS	387				hypothetical protein
MBHGPHIL_04102	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
MBHGPHIL_04103	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
MBHGPHIL_04104	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
MBHGPHIL_04105	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
MBHGPHIL_04106	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
MBHGPHIL_04107	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
MBHGPHIL_04108	CDS	363				hypothetical protein
MBHGPHIL_04109	CDS	843				hypothetical protein
MBHGPHIL_04110	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
MBHGPHIL_04111	CDS	858				hypothetical protein
